ID,alpha,benign,bullying,conspiracy,ed_risk,extremist,gamergate,hate_speech,incel_misogyny,misinfo,pro_ana,recovery_ed,trad,Usage
14279,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14280,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14281,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
14282,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14283,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14284,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14285,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14286,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14287,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14288,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14289,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14290,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14291,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14292,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14293,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
14294,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14295,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14296,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14297,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14298,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14299,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14300,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14301,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14302,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14303,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14304,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14305,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14306,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14307,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
14308,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14309,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14310,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14311,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14312,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14313,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14314,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14315,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14316,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14317,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14318,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14319,0,0,0,0,0,0,0,0,0,1,0,0,0,Public
14320,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14321,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14322,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14323,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14324,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14325,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14326,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14327,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14328,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14329,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14330,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14331,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14332,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14333,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14334,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14335,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14336,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14337,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14338,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14339,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14340,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14341,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14342,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14343,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14344,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
14345,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14346,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14347,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14348,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14349,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14350,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14351,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14352,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14353,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14354,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14355,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14356,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
14357,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14358,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14359,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14360,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14361,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14362,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14363,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14364,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14365,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14366,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14367,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14368,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14369,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14370,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14371,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14372,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14373,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14374,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14375,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14376,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14377,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14378,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
14379,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14380,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14381,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14382,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14383,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
14384,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14385,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14386,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14387,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14388,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14389,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14390,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14391,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14392,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14393,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14394,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14395,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14396,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14397,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
14398,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14399,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14400,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14401,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14402,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14403,0,0,0,0,0,0,1,0,0,0,0,0,0,Public
14404,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14405,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14406,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14407,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14408,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14409,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14410,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14411,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14412,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14413,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14414,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14415,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14416,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14417,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14418,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14419,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14420,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14421,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14422,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14423,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14424,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14425,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14426,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14427,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14428,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14429,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14430,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14431,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14432,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14433,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14434,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14435,0,0,0,0,0,0,0,0,0,1,0,0,0,Public
14436,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14437,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14438,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14439,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14440,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14441,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14442,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
14443,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14444,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14445,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
14446,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14447,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14448,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14449,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14450,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
14451,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14452,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14453,0,0,0,0,0,0,1,0,0,0,0,0,0,Public
14454,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14455,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14456,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14457,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14458,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14459,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14460,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14461,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14462,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
14463,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14464,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14465,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14466,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14467,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14468,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14469,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14470,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14471,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14472,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14473,0,0,0,0,0,0,1,0,0,0,0,0,0,Public
14474,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14475,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14476,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14477,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14478,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14479,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14480,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14481,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14482,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14483,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14484,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14485,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14486,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
14487,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14488,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14489,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14490,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14491,0,0,0,1,0,0,0,0,0,1,0,0,0,Public
14492,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14493,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14494,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
14495,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14496,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14497,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14498,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14499,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14500,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14501,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14502,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14503,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14504,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14505,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14506,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14507,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
14508,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14509,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14510,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14511,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
14512,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14513,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
14514,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14515,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14516,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14517,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14518,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14519,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14520,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14521,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14522,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14523,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14524,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14525,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14526,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14527,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14528,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14529,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14530,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14531,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14532,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14533,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14534,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14535,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14536,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
14537,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14538,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14539,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14540,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14541,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14542,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14543,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14544,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14545,1,0,0,0,0,0,0,0,0,0,0,0,0,Public
14546,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14547,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14548,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14549,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
14550,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14551,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14552,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14553,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14554,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14555,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14556,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14557,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14558,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
14559,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14560,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14561,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14562,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14563,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
14564,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14565,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14566,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
14567,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14568,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
14569,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14570,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
14571,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14572,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14573,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14574,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
14575,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14576,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14577,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14578,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14579,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14580,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
14581,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14582,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14583,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14584,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14585,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
14586,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14587,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14588,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14589,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14590,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14591,0,0,0,0,0,0,1,0,0,0,0,0,0,Public
14592,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
14593,0,0,0,0,0,0,1,0,0,0,0,0,0,Public
14594,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14595,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
14596,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14597,0,0,0,0,0,0,0,0,0,0,1,0,0,Public
14598,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14599,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14600,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14601,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14602,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
14603,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14604,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14605,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
14606,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14607,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14608,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14609,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14610,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14611,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14612,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14613,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14614,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14615,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14616,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14617,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14618,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14619,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14620,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14621,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14622,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
14623,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14624,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14625,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14626,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14627,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14628,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14629,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14630,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14631,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14632,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
14633,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14634,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
14635,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14636,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
14637,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14638,0,0,0,0,1,0,0,0,0,0,0,0,0,Public
14639,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14640,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14641,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14642,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14643,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14644,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14645,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14646,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
14647,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14648,0,0,0,0,0,1,0,0,0,0,0,0,0,Private
14649,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14650,0,0,0,1,0,0,0,0,0,0,0,0,0,Private
14651,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14652,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14653,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14654,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14655,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14656,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14657,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14658,0,0,0,0,0,1,0,0,0,0,0,0,0,Public
14659,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14660,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14661,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
14662,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14663,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14664,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14665,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14666,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14667,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14668,0,0,1,0,0,0,0,0,0,0,0,0,0,Public
14669,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14670,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14671,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14672,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14673,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14674,0,0,0,0,0,0,0,0,0,0,0,1,0,Public
14675,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14676,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
14677,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14678,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14679,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14680,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14681,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14682,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14683,0,0,0,0,0,0,0,0,0,0,0,0,1,Public
14684,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14685,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14686,0,0,0,0,0,0,0,0,0,0,0,1,0,Private
14687,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14688,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14689,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14690,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14691,0,0,1,0,0,0,0,0,0,0,0,0,0,Private
14692,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14693,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14694,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14695,0,0,0,1,0,0,0,0,0,0,0,0,0,Public
14696,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14697,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14698,0,0,0,0,0,0,0,1,0,0,0,0,0,Public
14699,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
14700,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14701,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14702,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14703,1,0,0,0,0,0,0,0,0,0,0,0,0,Private
14704,0,1,0,0,0,0,0,0,0,0,0,0,0,Private
14705,0,0,0,0,0,0,0,1,0,0,0,0,0,Private
14706,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
14707,0,0,0,0,0,0,0,0,0,0,0,0,1,Private
14708,0,0,0,0,0,0,0,0,1,0,0,0,0,Private
14709,0,0,0,0,0,0,0,0,0,0,1,0,0,Private
14710,0,0,1,0,0,0,0,0,1,0,0,0,0,Private
14711,0,0,0,0,1,0,0,0,0,0,0,0,0,Private
14712,0,0,0,1,0,0,0,0,0,1,0,0,0,Private
14713,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
